"ROIGroup","ROIGroupCoarse","ROIGroupFine","roi","disease_ontology_term_id","self_reported_ethnicity_ontology_term_id","assay_ontology_term_id","sex_ontology_term_id","development_stage_ontology_term_id","donor_id","suspension_type","dissection","fraction_mitochondrial","fraction_unspliced","cell_cycle_score","total_genes","total_UMIs","sample_id","supercluster_term","cluster_id","subcluster_id","cell_type_ontology_term_id","is_primary_data","tissue_type","tissue_ontology_term_id","cell_type","assay","disease","sex","tissue","self_reported_ethnicity","development_stage","observation_joinid","obs_dataset","dissection_chr","tissue_chr","roi_chr","dissection_blank","tissue_blank"
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000536768652710682,0.788334227947755,0.00161030595813205,2684,5589,"10X419_2","Oligodendrocyte precursor","32","3050","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","8>B-}us-1R","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000342309447740758,0.795983569146508,0.00102692834322227,3325,8764,"10X418_2","Oligodendrocyte precursor","32","3050","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","0fsUX=WP**","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000118490431897624,0.841756028200723,0.000710942591385746,4469,16879,"10X418_2","Oligodendrocyte precursor","32","3050","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","d%2*VIOQ4Q","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000362713093942691,0.781284004352557,0.0013299480111232,3396,8271,"10X418_1","Oligodendrocyte precursor","32","3050","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","?Tgk4Wr-3(","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000260778859527121,0.798417941585535,0.00182545201668985,3869,11504,"10X418_2","Oligodendrocyte precursor","32","3051","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","1N)kxkX9?U","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000687049124012367,0.793799381655788,0.000772930264513913,4134,11644,"10X419_1","Oligodendrocyte precursor","32","3050","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","*`a$ca&Vb@","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000547945205479452,0.776073059360731,0.00182648401826484,4054,10950,"10X418_1","Oligodendrocyte precursor","32","3049","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","BrXAMJZoS)","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000704274948940066,0.800831044439749,0.00126769490809212,4154,14199,"10X418_1","Oligodendrocyte precursor","32","3050","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","Lg$J%R^II4","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000240731824747232,0.77997111218103,0.000962927298988926,3200,8308,"10X418_1","Oligodendrocyte precursor","32","3050","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","EZ;VmHFTT<","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00396104967816471,0.76464763162238,0.00132034989272157,4359,12118,"10X419_4","Oligodendrocyte precursor","32","3047","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","29-year-old stage","CXjj{M6(q%","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00317134595653391,0.765227124335417,0.000652924167521686,3927,10721,"10X418_1","Oligodendrocyte precursor","32","3047","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","Uj*(&w6eD|","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000277572168763879,0.817820133234641,0.000462620281273131,3781,10808,"10X419_4","Oligodendrocyte precursor","32","3051","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","29-year-old stage","7%YWLUzDKC","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0,0.822622441046903,0.00142523969940399,2913,7718,"10X418_2","Oligodendrocyte precursor","32","3049","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","58=^GCpjA6","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000223313979455114,0.817887449754355,0.000893255917820456,3417,8956,"10X419_2","Oligodendrocyte precursor","32","3050","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","t7@^5{>7n8","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0,0.762673555053277,0.00193735873425896,1771,3097,"10X419_1","Oligodendrocyte precursor","32","3050","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","kCrwN{1>rM","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000355618776671408,0.832266477003319,0.000533428165007112,4831,16872,"10X419_2","Oligodendrocyte precursor","32","3050","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","t&c!?GCdcq","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.00105163529288043,0.800294457882006,0.000946471763592386,3708,9509,"10X419_1","Oligodendrocyte precursor","32","3048","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","KbXJU3|Bw@","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000775434243176179,0.786290322580645,0.000930521091811414,2950,6448,"10X419_2","Oligodendrocyte precursor","32","3047","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","P~VKWGcSo*","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0,0.82408568947216,0.000675480073337837,3819,10363,"10X419_2","Oligodendrocyte precursor","32","3050","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","*rn<QInwNm","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.00246129416435093,0.810242159587138,0.00103215561730846,4274,12595,"10X419_2","Oligodendrocyte precursor","32","3051","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","Z~C%|pP+P#","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.00104302477183833,0.790221642764016,0.000977835723598435,4689,15340,"10X419_1","Oligodendrocyte precursor","32","3050","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","nBYF_A~_8`","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000213720880530028,0.822041746811997,0.00099736410914013,4253,14037,"10X419_1","Oligodendrocyte precursor","32","3048","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","j#0N*7*`Ek","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000905715062041482,0.778280952812245,0.00099628656824563,3835,11041,"10X418_1","Oligodendrocyte precursor","32","3048","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","=sjH&+GP)Y","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000639561443581544,0.807492005481955,0.00109639104613979,3655,10945,"10X418_1","Oligodendrocyte precursor","32","3049","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","Y!7mdBGFjY","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",9.01794571196681e-05,0.812967805933808,0.00153305077103436,3856,11089,"10X419_2","Oligodendrocyte precursor","32","3050","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","0>HoYt}WJs","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000140924464487035,0.818771138669673,0.000986471251409245,3038,7096,"10X419_2","Oligodendrocyte precursor","32","3048","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","hRl&WPjiF~","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000206868018204386,0.815680595779892,0.000689560060681285,4369,14502,"10X419_2","Oligodendrocyte precursor","32","3050","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","wo|AZHvG*x","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000695088044485635,0.773632993512512,0.00115848007414272,4337,12948,"10X418_2","Oligodendrocyte precursor","32","3049","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","R+#J;x<kHO","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000187423859057258,0.794021178896073,0.000843407365757661,3690,10671,"10X418_2","Oligodendrocyte precursor","32","3050","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","0dH_FI|PWS","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000207900207900208,0.744282744282744,0.00124740124740125,2326,4810,"10X418_2","Oligodendrocyte precursor","32","3050","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","YONS5**UYv","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000936183491964425,0.796770166952723,0.00124824465595257,4125,12818,"10X418_2","Oligodendrocyte precursor","32","3050","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","D!X&WQ~pD}","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.00087431693989071,0.771147540983607,0.00131147540983607,2406,4575,"10X419_1","Oligodendrocyte precursor","32","3050","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","U)`5NMyo7D","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00227574435805045,0.71666982742272,0.000948226815854352,2567,5273,"10X418_2","Oligodendrocyte precursor","32","3050","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","##%p~X?XZ4","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000292911540714704,0.836555360281195,0.000781097441905878,3701,10242,"10X419_2","Oligodendrocyte precursor","32","3048","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","Y;OiLsx8<K","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0,0.800543711546716,0.00214622978966948,2937,6989,"10X419_1","Oligodendrocyte precursor","32","3050","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage",")^BJBNnPT}","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000172493100275989,0.849701011959522,0.000344986200551978,4805,17392,"10X419_2","Oligodendrocyte precursor","32","3047","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","kF&V-<gP~I","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000122865216857108,0.805750092148913,0.000368595650571323,3107,8139,"10X418_1","Oligodendrocyte precursor","32","3050","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","DLe7sJ0FRn","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.00204786893638807,0.758223473697683,0.00115192627671829,3359,7813,"10X419_1","Oligodendrocyte precursor","32","3050","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","w?F!5c3mO3","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
