genes,subclass,p_val
LOC105378419,L6ITCar3,9.73252735387536e-9
LOC105378503,L4IT,3.18294349910457e-12
LOC105378517,L5ET,3.88048955363079e-13
LOC105378531,L23IT,9.302252119450549e-11
LOC105378531,L4IT,2.8140707504485996e-12
LOC105378531,L56NP,3.68703599074292e-8
LOC105378531,L5IT,8.7408514973909e-9
LOC105378531,L6CT,8.028945178247401e-10
LOC105378657,L5ET,1.60864474278163e-9
LOC105378763,L5IT,3.82520345432107e-11
LOC105378810,L6IT,1.45343062799579e-8
LOC105378812,L6IT,4.58033744045522e-16
LOC105378837,L5IT,2.55837706493153e-9
LOC105378865,L5IT,1.37234852133661e-10
LOC105378866,L4IT,1.56627175798036e-12
LOC105378866,L5IT,1.32557027907029e-16
LOC105378866,L6ITCar3,2.92941688876071e-8
LOC105378867,L4IT,4.44677591746572e-11
LOC105378870,L23IT,4.654333188798029e-11
LOC105378870,L4IT,7.25941935249721e-12
LOC105378870,L5IT,5.13686570328949e-13
LOC105378870,L6b,3.5849202784744305e-9
LOC105378870,L6IT,2.7333830760459e-8
LOC105378917,L4IT,9.3267678740889e-9
LOC105379003,L5ET,1.42435975835587e-11
LOC105379057,L6IT,3.05113869462464e-11
LOC105379072,L4IT,2.16472170390665e-9
LOC105379132,L6CT,2.44631496070911e-8
LOC105379206,Sncg,5.5350252859121e-11
LOC105379235,L5ET,3.53291804428016e-8
LOC105379251,L4IT,1.55721358325648e-8
LOC105379307,L6CT,1.0722408910365599e-13
LOC152274,L6CT,3.65571055717581e-11
LOC283038,L6b,2.57280431048493e-8
LOC284395,L23IT,1.22323612827271e-8
LOC284395,L6IT,2.33136180108094e-9
LOC284930,L23IT,3.8910858209719e-9
LOC284930,L4IT,8.33920443279258e-14
LOC284930,L6ITCar3,1.48894573250137e-9
LOC285556,L6IT,1.39812923132985e-10
LOC285696,L4IT,2.48220650162242e-8
LOC285740,L4IT,1.14605481503035e-13
LOC285768,L4IT,1.68792297379843e-8
LOC285768,L5IT,5.95846908447908e-16
LOC285768,L6IT,2.0587560544303597e-11
LOC285768,L6ITCar3,1.1580159466002501e-10
LOC286083,L4IT,3.77452109826388e-8
LOC286189,L4IT,1.39264221264143e-8
LOC286189,L5IT,1.65872961194495e-8
LOC286189,L6IT,2.41449695158792e-10
LOC339192,L6CT,5.576414328393181e-9
LOC339529,L4IT,1.66290929394717e-11
LOC339529,L5ET,1.19412387859872e-8
LOC339529,L5IT,2.07400190836638e-12
LOC340113,L6CT,3.25372526061355e-10
LOC349160,L6IT,3.07245240716566e-8
LOC389332,L6IT,6.54628599170881e-9
LOC392232,L4IT,3.31008503046017e-8
LOC392232,Pvalb,2.46666911253668e-9
LOC400548,L6CT,2.12345151247563e-8
LOC400800,Sst,1.20107871261502e-9
LOC400940,L4IT,1.07283321017639e-9
LOC401134,L23IT,5.799787912114531e-9
LOC401134,L4IT,1.47268587890049e-9
LOC401134,L56NP,3.21904021506173e-12
LOC401478,L6CT,2.1461619680700804e-9
LOC642574,L23IT,1.6135671842827e-8
LOC642574,L56NP,1.4910304997605e-12
LOC642574,L5ET,1.9322197347791903e-9
LOC643339,L4IT,2.98586411373336e-8
LOC643542,L23IT,1.91020071675522e-9
LOC643542,L4IT,1.06717834256257e-8
LOC643542,L5IT,3.8331450641671805e-9
LOC643711,L4IT,1.7365684022893702e-15
LOC643962,L23IT,1.42408276039626e-8
LOC644554,L56NP,3.89253454342423e-10
LOC644554,L6ITCar3,4.4132408731976e-11
LOC646241,L4IT,3.76515674544057e-11
LOC646241,L5IT,1.6012217243932501e-9
LOC646241,L6CT,6.7073747787211e-13
LOC728095,L4IT,6.152611583184881e-15
LOC728095,L5IT,5.9774042435053205e-9
LOC729987,L23IT,3.0827383861825696e-11
LOC729987,L4IT,1.97752027916607e-14
LOC729987,L56NP,2.4984045323510703e-9
LOC729987,L5ET,3.81427941124148e-8
LOC729987,L5IT,3.13381615290315e-15
LOC729987,L6b,1.60758242503382e-8
LOC729987,L6CT,1.50368846067079e-9
LOC729987,L6IT,6.68352367444151e-10
LOC729987,Vip,3.0172126312719603e-9
LOC730102,L4IT,9.50175487353508e-12
LOC90768,L6CT,3.89826893725734e-12
LOXL1,L6b,1.69429697672428e-8
LOXL1,L6CT,1.67764252194591e-10
LOXL1-AS1,L56NP,3.3578051676597603e-9
LOXL1-AS1,L6CT,8.01674268436018e-9
LPA,L56NP,2.39449729776159e-8
LPAL2,L4IT,1.223814070574e-9
LPCAT2,Pvalb,6.01270252663338e-13
LPGAT1,L4IT,4.6786877841499e-9
LPIN2,L4IT,3.05375902348294e-10
LPPR1,L5ET,8.19000972732406e-10
LPPR1,Pvalb,7.86891852673404e-10
LPPR1,Sst,3.2579152123956195e-11
LPPR5,L6IT,1.44975872131403e-8
LRAT,L6b,1.4015853358752e-9
LRCH2,L6CT,2.4781650754157104e-9
LRGUK,L23IT,1.75669188759181e-8
LRGUK,L56NP,6.50546814589559e-11
LRIG3,L23IT,1.39426840096426e-10
LRIG3,L4IT,7.69989225311293e-10
LRMP,L4IT,8.051936762192861e-10
LRP1B,L6ITCar3,7.175332103613639e-12
LRP2,L5ET,1.36625109756721e-12
LRP4-AS1,L5ET,5.54538536209405e-21
LRRC1,L56NP,1.22831659802918e-10
LRRC16B,L4IT,1.08177514704e-8
LRRC2,L5IT,1.61614039090899e-9
LRRC2,L6IT,1.35181549705295e-8
LRRC28,L4IT,2.4108986586099902e-9
LRRC36,L6ITCar3,2.51174860000483e-9
LRRC3B,L23IT,1.84272272047768e-14
LRRC3B,L4IT,7.026759045642411e-9
LRRC3B,L5IT,1.88686753756385e-10
LRRC3B,L6IT,3.8549870533218e-9
LRRC3B,L6ITCar3,5.4586447815692796e-12
LRRC4C,L4IT,1.45979584953389e-16
LRRC4C,L5ET,9.84992332746271e-10
LRRC4C,L5IT,2.50271268368656e-14
LRRC4C,L6CT,6.6371772062505e-12
LRRC63,L4IT,2.5658564401551e-11
LRRC7,L5ET,1.31469308836724e-8
LRRC7,Pvalb,4.80055534718397e-9
LRRC8C,L4IT,6.585732968211271e-9
LRRIQ1,L4IT,1.4617615084323102e-9
LRRIQ1,L5IT,1.04419547593325e-12
LRRK1,L4IT,2.1047775986862197e-11
LRRK2,L4IT,1.07802950229514e-9
LRRN1,L4IT,8.30968578930364e-9
LRRN1,L5IT,6.73511697377961e-11
LRRN1,L6ITCar3,4.71290938654849e-10
LRRN2,Pvalb,2.13652468901669e-10
LRRTM1,L4IT,1.03451457892669e-11
LRRTM1,L6ITCar3,2.28596930152117e-9
LRRTM3,L4IT,2.08970827603636e-16
LRRTM4,L4IT,2.3044375322719802e-15
LRRTM4,L5ET,2.7099674009314996e-12
LRRTM4,L6CT,3.0338792690359e-11
LRRTM4,Pvalb,1.11020685855661e-9
LRSAM1,L5IT,1.09147490392375e-8
LSAMP,L5ET,3.06007467116105e-8
LSAMP,Sst,1.9534505158557997e-12
LTBP1,L5IT,1.0896950292903101e-9
LTBP4,L23IT,8.3151387344029e-9
LTBP4,L4IT,1.6065000926682e-8
LTBP4,L5IT,1.1837959738478401e-9
LTBP4,L6IT,2.18656337815323e-10
LURAP1L,L6CT,6.12625547031973e-12
LUZP1,L4IT,6.521826641959821e-9
LUZP2,L23IT,2.82193479147693e-11
LUZP2,L5IT,9.556469959351859e-11
LUZP2,L6IT,2.0704878560038897e-11
LUZP2,Lamp5Lhx6,5.2978465418315e-10
LXN,L6ITCar3,1.0893591059560898e-11
LY86-AS1,L23IT,1.7282419382425e-9
LY86-AS1,L4IT,5.57991523560294e-16
LY86-AS1,L56NP,2.1000257258828996e-12
LY86-AS1,L5IT,2.25792874449839e-10
LY86-AS1,L6CT,6.17140177069925e-9
LY86-AS1,L6ITCar3,2.02456779062534e-10
LY96,L56NP,4.19960045422381e-10
LY96,L5IT,9.038965805911609e-12
LYPD1,L5ET,1.53408466586855e-8
LYPD6B,L4IT,2.29329550439485e-9
LYPD6B,L5IT,2.23652405324473e-8
LYPD8,L4IT,1.2095681926112e-8
LYPLA1,L6CT,2.19721328663577e-9
LYSMD4,L4IT,1.1556439890101702e-9
LYST,L4IT,1.3953878416351599e-11
LZTS1,L4IT,4.82218395561915e-10
LZTS1,L6b,7.044896709434811e-10
LZTS1,L6CT,6.767277509308421e-9
M1AP,L6ITCar3,3.9699945265150405e-9
MAB21L1,L5IT,2.68138034417602e-9
MACROD2,L4IT,2.67056587107472e-8
MACROD2,L6IT,1.84353230068138e-10
MAF,L4IT,3.24656041574371e-9
MAGI1,L4IT,1.3414850520103e-14
MAGI3,L4IT,3.71122747333078e-8
MALRD1,L5ET,1.75024385736681e-10
MAML2,L5ET,8.43483982474137e-14
MAML3,L6b,2.89701240854941e-9
MAML3,L6CT,1.1240547950241701e-14
MAML3,L6IT,2.1165231954350402e-9
MAN2A1,L4IT,5.071759509314979e-11
MAN2A1,L5ET,1.50262550689307e-10
MAN2B2,L5ET,4.180877387432561e-9
MAOB,L5IT,1.2979903256394798e-11
MAP3K1,L4IT,5.78122866995931e-10
MAP3K14,L6CT,1.62777876492935e-8
MAP3K5,L4IT,2.13216155714938e-13
MAP3K5,L5ET,1.1017488583984e-8
MAP3K5,Lamp5Lhx6,2.06291098635786e-9
MAP9,L6CT,1.20650324943934e-8
MAPK1,L5ET,1.7558856765278802e-9
MAPK15,L23IT,3.0747206497947e-15
MAPK15,L4IT,8.7145564324297e-11
MAPK4,L5ET,3.38995196512605e-9
MAPKBP1,L6IT,3.94560348714332e-8
MARC1,Pvalb,1.78352401525678e-9
MARCH1,L4IT,4.60322992430771e-19
MARCH1,L56NP,7.717779958167859e-11
MARCH1,L5ET,1.51302783184334e-12
MARCH1,Sst,5.551465819723431e-10
MARCH11,Sst,6.3695386735514e-11
MARCH3,L6CT,1.06705489359818e-9
MARCH3,L6IT,1.46053483835496e-8
MARCH4,Pvalb,2.2656417028785496e-11
MARCH4,Sst,3.2056993556439803e-9
MARCKSL1,L23IT,2.09089616129183e-8
MASP1,L5ET,1.45088784531028e-8
MAST3,L5ET,3.2385586046151e-11
MAST4,L4IT,1.90742584909754e-10
MAST4,L56NP,6.03190708409572e-11
MB21D2,L5IT,7.40627054279164e-10
MBOAT2,L4IT,5.28049205937876e-9
MBOAT2,L56NP,2.03349987822312e-10
MBOAT2,L5ET,1.19484565460144e-9
MBOAT2,L5IT,5.7605306989235195e-11
MBOAT2,L6CT,2.64723052127415e-13
MBOAT2,Pvalb,5.56679785760497e-15
MBP,L4IT,1.11549648893911e-8
MBP,L5ET,2.10722860753096e-11
MBP,L6CT,2.73250231736298e-15
MCC,Pvalb,1.74097211079099e-8
MCF2,L4IT,1.80315611215769e-8
MCF2,L6CT,1.03920109451087e-8
MCF2L2,L6CT,2.55765117894333e-9
MCTP1,L23IT,8.162808742479901e-10
MCTP1,L5ET,2.04918310363325e-8
MCTP1,Pvalb,1.3620766209752602e-9
MDFIC,L5IT,2.50013337446737e-8
ME3,L6CT,8.04237169474055e-10
ME3,L6IT,2.50231782119776e-8
MED12L,L4IT,1.1895876882987e-8
MED27,L6IT,4.32729293826531e-9
MEG3,L6IT,1.8449419733325e-9
MEGF10,L4IT,8.07682378948289e-9
MEGF10,L6IT,1.12750414006391e-8
MEIS2,L4IT,5.600886698435671e-15
MEIS2,L5ET,1.6716603298719301e-9
MEIS2,L6b,3.88358696115765e-8
MEIS3,L4IT,3.82083469490423e-13
MEIS3,L5ET,3.24732647854901e-12
MEIS3,L6CT,2.6023826669734e-8
MET,L23IT,1.95936140236456e-10
MET,L56NP,1.69952461572888e-9
MET,L5IT,3.0796901189144903e-9
METRN,L6IT,1.8906618731232702e-9
MFAP3L,L4IT,3.07394665281846e-8
MGA,L4IT,1.90872868575695e-8
MGAT4C,L4IT,1.11821382759253e-9
MGAT4C,L56NP,2.50122068096494e-12
MGAT4C,L5ET,8.67160280341564e-14
MGAT4C,L5IT,6.48427778457816e-12
MGAT5,L5ET,7.12255605376495e-10
MGLL,L5ET,2.32483823861009e-9
MGST2,L6b,1.27975887642558e-8
MGST2,L6CT,5.35951130879539e-13
MGST2,L6IT,7.53299972845918e-9
MICA,L6ITCar3,9.50488887829287e-14
MICALL2,L56NP,1.32709600232865e-8
MICU1,L5ET,1.2615460601318202e-9
MID1,L4IT,4.0485208566501596e-11
MID1,L5ET,4.492641961424991e-9
MIMT1,L6IT,2.91579121914175e-8
MINA,Pvalb,3.65110385516814e-8
MIR137HG,L23IT,1.48117307902773e-9
MIR137HG,L4IT,1.87357281693948e-12
MIR137HG,L5IT,1.58727919613191e-10
MIR137HG,L6IT,7.90007661379823e-10
MIR137HG,Pvalb,1.12659128517784e-8
MIR137HG,Sst,9.0257967252824e-9
MIR181A1HG,L5ET,3.27606402240651e-8
MIR181A1HG,Pvalb,3.45434579285383e-8
MIR31HG,L5ET,2.14555432465566e-15
MIR31HG,L6ITCar3,1.6045407588121e-8
MIR325HG,L23IT,3.74599511787487e-8
MIR325HG,L4IT,3.43359576380859e-9
MIR325HG,L56NP,6.65080734637768e-10
MIR325HG,L5IT,4.82616206521089e-10
MIR325HG,Lamp5,3.00424887003062e-9
MIR325HG,Pvalb,1.2126990231991698e-11
MIR325HG,Sst,5.25942315748404e-12
MIR4435-1HG,L56NP,1.98068712995583e-8
MIR4500HG,L23IT,4.874849876511851e-9
MIR4500HG,L4IT,7.65343783320738e-12
MIR4500HG,L56NP,2.88499199964514e-10
MIR497HG,L6IT,2.06993827070919e-8
MIS18BP1,L6CT,4.7781411389000106e-9
MITF,L56NP,9.678685033732e-11
MITF,L6CT,4.0370665857145496e-11
MITF,L6ITCar3,2.7089922648348404e-9
MITF,Lamp5Lhx6,1.43897592695171e-8
MKL2,L4IT,1.75932389057538e-13
MKNK1,L4IT,1.57997545991468e-10
MKNK1,L56NP,1.33854669932333e-8
MKX,L6ITCar3,2.7809187030052803e-10
MKX,Pvalb,9.989794633092281e-9
MLIP,L4IT,2.65589009478188e-9
MLIP,L56NP,1.00229688294192e-8
MLIP,L5ET,1.79204883204553e-10
MLIP,L5IT,1.00812730038455e-8
MMD2,L5ET,1.73350858295069e-8
MMD2,L6CT,6.110450406463879e-11
MMD2,L6IT,7.34032728639027e-12
MMD2,L6ITCar3,1.16659400883471e-9
MMD2,Vip,1.27667396168869e-10
MME,L5IT,6.87986293412614e-10
MMP17,L4IT,7.19723899880722e-9
MMP3,L4IT,8.924291052067391e-9
MOXD1,L56NP,1.98532332182505e-15
MOXD1,L6IT,1.21470912039146e-8
MOXD1,L6ITCar3,4.007051274927011e-15
MPP6,L4IT,1.32736549548393e-8
MPP6,L56NP,8.85307966768402e-11
MPP6,L5IT,2.30997643167293e-9
MPP7,L56NP,1.94380170681677e-8
MPPED1,L5ET,4.17350609097234e-10
MPPED2,L4IT,2.53972323163552e-12
MPZL3,L5ET,4.48558254228884e-11
MRAP2,L4IT,1.63255136590114e-10
MRAP2,L6IT,2.37107899388355e-10
MRC2,L5ET,7.23782718622878e-10
MROH2A,L56NP,1.8328856019591402e-9
MS4A8,L23IT,2.79421776002501e-16
MSRB3,L56NP,2.93203964854091e-8
MSRB3,L5ET,5.8692787402595794e-12
MSRB3,L6CT,1.77686930347908e-10
MSRB3,L6ITCar3,5.444470921151171e-9
MT1A,L5ET,2.67792111716945e-8
MT1F,L5ET,1.142825699454e-9
MTA3,L23IT,2.12976201989951e-10
MTA3,L5ET,1.3048900770477499e-11
MTA3,L6IT,2.90286105837679e-8
MTMR12,L6IT,2.16122720159152e-10
MTMR7,L23IT,1.4158524100172498e-11
MTMR7,L6IT,2.97672365361446e-10
MTNR1A,L4IT,4.05393573611934e-11
MTSS1,L6CT,5.82153913941298e-9
MTUS1,L4IT,1.0703821011893099e-11
MUM1L1,L23IT,1.5358418293811602e-9
MUM1L1,L4IT,9.42280596806162e-13
MUM1L1,L5IT,1.01353713429833e-8
MXD4,L5IT,3.77837722478752e-8
MXD4,L6IT,1.34455153229057e-8
MXI1,L6IT,1.2341728175369e-9
MXRA5,L56NP,1.84896419255637e-11
MYBPC1,L6b,8.966388148906781e-10
MYLK,L4IT,1.4000234973749502e-9
MYLK3,L23IT,1.31220699161975e-8
MYLK3,L4IT,6.1814518301456505e-9
MYO16,L4IT,2.14599402624804e-22
MYO16,L5ET,1.49209108273467e-14
MYO16,Sst,2.29413602869169e-8
MYO1B,L4IT,1.26642483354693e-9
MYO1B,L6ITCar3,2.3198950572996103e-9
MYO1E,L4IT,1.72414565648294e-8
MYO5C,L6CT,1.23467862457998e-8
MYO9A,L6IT,2.77427804349404e-8
MYOCD,L56NP,3.4150736547764303e-10
MYOCD,L5IT,1.05514526504964e-9
"NAA25",L6IT,1.15248738301476e-8
"NAALAD2",L5ET,8.83773392324385e-13
"NACC2",L4IT,2.58876187183576e-9
"NAGK",L4IT,5.66467695587285e-11
"NALCN-AS1",L6CT,1.8244291181003e-10
"NAMA",L56NP,1.7573984859276102e-9
"NAT8L",L6CT,1.0124413641351e-9
"NAV1",L5IT,3.54806672920147e-8
"NAV1",L6IT,1.4822045732237e-9
"NAV3",L5ET,5.76774723702405e-15
"NAV3",L6CT,1.95078741296212e-8
NBPF14,L4IT,1.01121090398557e-11
NCALD,L23IT,3.68500399112439e-8
NCALD,L56NP,1.2537846563662101e-9
NCALD,L5ET,2.3382441188705702e-9
NCALD,L5IT,3.03801835505919e-8
NCALD,L6IT,7.645833721519171e-10
NCAM1,L23IT,1.73151222586487e-8
NCAM1,Lamp5,8.25584393532297e-9
NCAM2,L4IT,7.62555254353872e-14
NCAM2,L56NP,6.3170907171807e-10
NCAN,L5ET,3.02389169904174e-8
NCAN,L6CT,2.65859903821676e-8
NCAPG2,L6CT,1.33605315425032e-8
NCKAP5,L56NP,8.40509748238176e-10
NCKAP5,L5ET,2.6470201347828e-8
NCOA1,L6IT,4.823153699515341e-9
NCOA3,L4IT,1.5004350151165399e-12
NDE1,Sst,2.53981270083702e-10
NDRG1,L4IT,2.5278599190746803e-9
NDRG1,L5IT,2.45312206041891e-10
NDRG1,L6b,1.52507208911031e-8
NDRG1,L6CT,2.22846400425754e-8
NDRG3,L6b,1.0676854915675498e-11
NDRG3,L6CT,8.24736373631649e-11
NDST3,L4IT,4.42542139345466e-12
NDST3,L5ET,3.15072030148422e-12
NDST3,Pvalb,2.9075293647604103e-17
NDST4,Chandelier,4.1443983049845e-11
NEAT1,L4IT,7.0240315989725605e-9
NEAT1,L5ET,5.59233412474305e-17
NEAT1,L6CT,1.7745302407316e-9
NEAT1,Pvalb,3.45149568112532e-9
NECAB1,L5ET,1.65749146244471e-13
NECAB2,L4IT,2.28079891718052e-16
NECAB2,L56NP,2.04098072386286e-13
NECAB2,L5IT,1.65973457728119e-13
NECAB2,L6IT,1.2247590159547299e-12
NEDD4L,L5ET,2.48030042700252e-8
NEDD4L,L6CT,6.61081922472468e-10
NEFH,L6CT,1.02380165076076e-10
NEK1,L5ET,6.28658832835446e-10
NEK10,L5ET,3.46969910349649e-10
NELL1,L4IT,3.6520353248584503e-9
NELL1,L5ET,1.18191086473156e-10
NELL1,Lamp5Lhx6,1.66223686092511e-8
NELL2,L5ET,1.6747651250130798e-11
NEO1,L4IT,1.14884514576008e-10
NETO1,L23IT,2.99697969054376e-9
NETO1,L5IT,2.04467405102857e-8
NEURL1B,L4IT,6.65118545464309e-14
NEURL1B,L5IT,1.94612930455361e-10
NEUROD6,L5ET,5.401466278147531e-9
NFATC2,L5ET,2.94216036399272e-8
NFIA,L4IT,4.42723906366792e-10
NFIA,L56NP,7.783267774002801e-10
NFIA,L5ET,8.14095030917061e-14
NFIA,L5IT,4.25480065454778e-10
NFIA,L6CT,3.32919961118117e-8
NFIA,L6ITCar3,9.73216407275765e-12
NFIB,L4IT,6.89255893822141e-11
NFIB,L56NP,1.33138813228069e-9
NFIB,L5IT,8.7812154706027e-10
NFIB,L6IT,1.13224110368126e-13
NFIB,L6ITCar3,7.46066540710248e-10
NFIC,L6CT,7.56404090195348e-9
NFKBIZ,L4IT,1.35545564359024e-8
NGB,L6ITCar3,1.6090209000863897e-11
NGEF,L5ET,2.6845300256098004e-10
NGEF,L5IT,1.69961968637634e-10
NHLH2,L4IT,1.9693973757817702e-14
NHSL2,L5ET,2.48911286529191e-9
NHSL2,Pvalb,1.41082914712667e-8
NIN,L4IT,2.36662497883722e-10
NIN,L5ET,3.8123896852191095e-12
NKAIN2,L23IT,5.0200122674061e-14
NKAIN2,L4IT,3.76620410533756e-18
NKAIN2,L5IT,1.02747330213566e-8
NKAIN2,L6b,8.3092012636111e-11
NKAIN2,L6ITCar3,1.86792581570195e-12
NKAIN2,Pvalb,2.02418773150672e-10
NKAIN2,Sst,3.43206968288696e-13
NKAIN3,L4IT,2.12972797213048e-18
NKAIN3,L56NP,1.1882914995805e-9
NKAIN3,L6IT,1.99536855983739e-9
NLK,L5ET,1.08071663431429e-9
NMB,L6b,8.16711923620793e-9
NMNAT3,L4IT,7.590834595990411e-9
NOS1AP,L4IT,5.65469696909242e-10
NOTCH2,Lamp5Lhx6,3.64778508597508e-8
NOVA1,L4IT,1.1719148692332901e-10
NOX3,L23IT,5.3998709334977196e-12
NOX3,L4IT,3.5295919600027e-16
NPAS3,L4IT,9.16865373455186e-11
NPAS3,L56NP,8.51684465840321e-10
NPAS3,L6IT,4.8679774841200896e-11
NPFFR2,L4IT,1.25321571162677e-8
NPFFR2,L6IT,4.2051738379363997e-13
NPHP1,L5IT,6.57726067396467e-11
NPNT,L5IT,8.84275690945686e-9
NPSR1-AS1,L56NP,8.7630104872134e-9
NPTX2,L56NP,1.29121231396891e-8
NPY1R,L4IT,1.5018015678172e-14
NPY1R,L56NP,2.4537164844773203e-9
NPY1R,L5ET,1.2153180781856e-8
NPY1R,L5IT,8.6773427359034e-11
NPY1R,Lamp5Lhx6,2.2384827481918697e-11
NPY2R,L6CT,1.51270489359929e-14
NR2F1,L6CT,3.12236501520753e-9
NR2F2,L6ITCar3,1.5871914217721601e-9
NR2F2-AS1,L6IT,4.99250585627907e-12
NR2F2-AS1,L6ITCar3,6.33883240917892e-13
NR4A3,L4IT,2.3768420121606304e-9
NREP,L5ET,2.7002046808046e-9
NREP,L6IT,1.06551432860286e-10
NREP-AS1,L5ET,6.51269894356969e-10
NRIP2,L6CT,1.30500113685581e-8
NRP1,L4IT,5.0337843970494196e-11
NRP1,L56NP,3.48574102756982e-9
NRP1,L5ET,1.0223275500798299e-11
NRP1,L5IT,5.86991097714385e-9
NRP1,L6IT,1.3881391923201098e-11
NRP2,L4IT,6.693252114242551e-10
NRP2,L56NP,9.49949226942809e-12
NRP2,L5ET,6.36336519220114e-10
NRP2,L6CT,9.79462706555081e-12
NRXN2,L6CT,4.8391587143484905e-9
NRXN3,L4IT,6.9296878854227e-9
NRXN3,Lamp5Lhx6,8.90715593893593e-13
NSUN7,Pvalb,3.89075617223606e-8
NT5DC3,L23IT,2.34174442972656e-8
NT5DC3,L5IT,1.2165613104323e-8
NTM,L56NP,2.21955845215551e-12
NTM,L6CT,9.122931997403169e-12
NTNG1,L4IT,2.79403179028099e-17
NTNG1,L5ET,3.73100101831473e-16
NTNG1,L5IT,4.0786067619575394e-12
NTRK3,L4IT,4.8684817829067296e-12
NTRK3,L5IT,1.80997052557142e-8
NTSR1,L4IT,1.0448563437156e-8
NUBPL,L4IT,6.49674619788766e-10
NUP93,L6IT,8.26802704960804e-9
NUP93,L6ITCar3,1.18325410475683e-10
NWD2,L4IT,2.2791522030630297e-11
NXNL2,L5ET,1.62497232699434e-9
NXNL2,L5IT,6.233021517422769e-13
NXPE3,L4IT,8.328619662252119e-11
NXPH2,L6IT,3.09548332498829e-11
NXPH3,L6CT,2.57720914598456e-10
NYAP2,L5ET,3.0920237403939e-11
OBP2B,L56NP,2.4681772139030602e-9
OBP2B,L5ET,1.67195602453317e-10
OBSCN,L56NP,8.028354321437701e-10
OBSCN,L5ET,2.52595903507676e-9
OBSCN,L6CT,4.76273948508827e-9
OCA2,L4IT,1.62743356140346e-11
OCA2,L5ET,8.36446666311662e-13
OCA2,L5IT,1.0090503427229301e-9
OCA2,L6CT,3.6630681673122505e-9
OCA2,L6ITCar3,1.38273373669953e-9
OLFM1,L6b,1.21733358670453e-8
OLFM1,L6CT,3.81973102209361e-9
OLFM2,L5ET,1.5888019695589699e-12
OLFM3,L4IT,2.931631731642e-10
OLFM3,L5ET,5.1230139089494905e-9
OLFM3,Pvalb,2.00774082725947e-12
OLR1,L4IT,1.79160496939011e-8
OLR1,L6IT,1.62232040491777e-10
ONECUT1,L5ET,5.2546378382500794e-12
OPCML,L6CT,2.1262523675199e-10
OPHN1,L5IT,2.58189259798193e-8
OPHN1,L6IT,2.6692058705301704e-9
OPLAH,L6CT,1.3943091576713e-9
OPRM1,Lamp5Lhx6,8.00740564013609e-16
OR51B5,L56NP,2.38910028585675e-13
OR51B5,L6CT,1.5631041807973e-8
OR52N4,L56NP,4.0507934360787e-8
OR9A2,L6CT,2.3091095978111903e-9
OSBPL10,L6ITCar3,1.94773279292352e-8
OSBPL1A,L6CT,9.80542021009707e-12
OSBPL1A,L6IT,7.2381794925344304e-9
OSBPL3,L56NP,1.89688519550344e-9
OSBPL3,L5ET,1.14209654005135e-10
OSBPL3,Vip,1.26439346063359e-9
OSBPL9,L5ET,2.22891982880492e-14
OSBPL9,L6CT,3.57588689196194e-8
OSR1,L4IT,1.03232888413462e-10
OSTF1,L4IT,1.11940178327807e-8
OTOGL,L4IT,3.37594045032101e-13
OTOGL,L5ET,1.19188626651022e-12
OTOGL,L5IT,9.64846901827835e-10
OVOL2,L4IT,1.6612264781224101e-9
OVOL2,L56NP,6.269903973079151e-9
OXGR1,L4IT,6.62811780188444e-12
OXR1,L6ITCar3,9.553801754238539e-11
PABPC1L,L56NP,2.18291470617747e-8
PACRG,L4IT,9.17416259206194e-9
PACRG,L6CT,2.4022272756183e-8
PACRG,Pvalb,1.56887200214859e-10
PACS1,Pvalb,6.78720796204318e-10
PACS1,Sst,4.14183837492424e-8
PACSIN3,L4IT,3.41654198362036e-13
PAK3,Pvalb,2.73887125414846e-9
PAK3,Sst,2.45937239917508e-12
PALD1,L6ITCar3,8.766333007815909e-11
PALLD,L4IT,5.046770354821191e-9
PALLD,L5ET,4.00705248053998e-13
PAM,L4IT,4.96691753448575e-13
PAM,L6b,7.122394392624901e-10
PAMR1,L23IT,4.05046449551191e-8
PANK1,L5ET,2.23182064477038e-8
PAPPA,L4IT,7.1613540005542e-10
PAPSS2,L56NP,6.25758789877927e-13
PAPSS2,L5ET,5.793696446866261e-9
PARD3B,Lamp5Lhx6,2.6136529773636604e-9
PARK2,L4IT,6.8459062539522305e-9
PARK2,L5IT,2.21166372663199e-10
PARK2,L6CT,1.2355396679329702e-9
PARK2,L6IT,7.13735533045622e-13
PARK2,L6ITCar3,9.17847542758168e-10
PARM1,L6ITCar3,3.35123719782539e-8
PART1,L23IT,6.5611530406040405e-9
PART1,L4IT,9.11889315784903e-12
PART1,L5ET,5.42582401261737e-10
PART1,L6b,1.28673349420171e-9
PART1,L6ITCar3,4.62673962128966e-10
PBX1,L5IT,1.50922685890183e-8
PBX1,L6ITCar3,8.306851601207141e-9
PBX3,L4IT,2.24598929541031e-10
PBX4,Chandelier,5.36573911460425e-9
PBX4,Pvalb,3.9458934078639095e-11
PCBP3,L4IT,8.83722111015103e-12
PCBP3,L5ET,1.42098015298013e-8
PCDH11X,L23IT,8.3305033011897e-14
PCDH11X,L5ET,3.4188940262711303e-17
PCDH11X,L5IT,1.10994241589789e-11
PCDH11X,L6CT,2.3897151460766998e-12
PCDH11X,L6IT,9.290415753255451e-14
PCDH11X,L6ITCar3,5.1686646927873e-12
PCDH15,L56NP,2.3295115418623597e-11
PCDH15,L5IT,4.92677483291353e-10
